datetime, generalTweets, generalAccounts, voiceTweets, voiceAccounts
2020-05-11-17-00-00,248489,40983,240660,40983
2020-05-11-18-00-00,248489,40983,240660,40983
2020-05-11-19-00-00,248986,41028,241205,41028
2020-05-11-20-00-00,248986,41028,241205,41028
2020-05-11-21-00-00,249995,41090,242240,41090
2020-05-11-22-00-00,249995,41090,242240,41090
2020-05-11-23-00-00,252593,41281,244518,41281
2020-05-12-00-00-00,252593,41281,244518,41281
2020-05-12-01-00-00,254429,41447,246347,41447
2020-05-12-02-00-00,254429,41447,246347,41447
2020-05-12-03-00-00,255002,41514,247000,41514
2020-05-12-04-00-00,255002,41514,247000,41514
2020-05-12-05-00-00,255167,41536,247216,41536
2020-05-12-06-00-00,255167,41536,247216,41536
2020-05-12-07-00-00,255475,41556,247504,41556
2020-05-12-08-00-00,255475,41556,247504,41556
2020-05-12-09-00-00,255475,41556,247504,41556
2020-05-12-10-00-00,256384,41621,248429,41621
2020-05-12-11-00-00,256384,41621,248429,41621
2020-05-12-12-00-00,256384,41621,248429,41621
2020-05-12-13-00-00,256922,41666,248973,41666
2020-05-12-14-00-00,256922,41666,248973,41666
2020-05-12-15-00-00,257326,41710,249420,41710
2020-05-12-16-00-00,257326,41710,249420,41710
2020-05-12-17-00-00,257739,41753,249847,41753
2020-05-12-18-00-00,257739,41753,249847,41753
2020-05-12-19-00-00,258305,41801,250449,41801
2020-05-12-20-00-00,258305,41801,250449,41801
2020-05-12-21-00-00,259560,41901,251913,41901
2020-05-12-22-00-00,259560,41901,251913,41901
2020-05-12-23-00-00,262014,42082,254525,42082
2020-05-13-00-00-00,262014,42082,254525,42082
2020-05-13-01-00-00,264159,42239,256643,42239
2020-05-13-02-00-00,264369,42258,256843,42258
2020-05-13-03-00-00,264801,42288,257198,42288
2020-05-13-04-00-00,264801,42288,257198,42288
2020-05-13-05-00-00,265059,42311,257382,42311
2020-05-13-06-00-00,265059,42311,257382,42311
2020-05-13-07-00-00,265416,42339,257720,42339
2020-05-13-08-00-00,265416,42339,257720,42339
2020-05-13-09-00-00,265996,42381,258252,42381
2020-05-13-10-00-00,265996,42381,258252,42381
2020-05-13-11-00-00,266418,42429,258726,42429
2020-05-13-12-00-00,266418,42429,258726,42429
2020-05-13-13-00-00,266985,42486,259358,42486
2020-05-13-14-00-00,266985,42486,259358,42486
2020-05-13-15-00-00,267389,42549,259858,42549
2020-05-13-16-00-00,267389,42549,259858,42549
2020-05-13-17-00-00,267788,42599,260391,42599
2020-05-13-18-00-00,267788,42599,260391,42599
2020-05-13-19-00-00,268436,42669,261003,42669
2020-05-13-20-00-00,268436,42669,261003,42669
2020-05-13-21-00-00,269782,42778,262453,42778
2020-05-13-22-00-00,269782,42778,262453,42778
2020-05-13-23-00-00,272993,42997,265190,42997
2020-05-14-00-00-00,275080,43189,267289,43189
2020-05-14-01-00-00,275689,43251,267849,43251
2020-05-14-02-00-00,276166,43304,268318,43304
2020-05-14-03-00-00,276508,43348,268682,43348
2020-05-14-04-00-00,276508,43348,268682,43348
2020-05-14-05-00-00,276781,43384,269006,43384
2020-05-14-06-00-00,276781,43384,269006,43384
2020-05-14-07-00-00,277263,43421,269500,43421
2020-05-14-08-00-00,277263,43421,269500,43421
2020-05-14-09-00-00,278333,43519,270499,43519
2020-05-14-10-00-00,278333,43519,270499,43519
2020-05-14-11-00-00,279149,43617,271409,43617
2020-05-14-12-00-00,279593,43671,271803,43671
2020-05-14-13-00-00,280331,43773,272620,43773
2020-05-14-14-00-00,280331,43773,272620,43773
2020-05-14-15-00-00,281129,43882,273461,43882
2020-05-14-16-00-00,281129,43882,273461,43882
2020-05-14-17-00-00,282502,44116,274952,44116
2020-05-14-18-00-00,282502,44116,274952,44116
2020-05-14-19-00-00,284397,44408,276971,44408
2020-05-14-20-00-00,284397,44408,271408,44408
2020-05-14-21-00-00,291419,45276,271408,45276
2020-05-14-22-00-00,291419,45276,284462,45276
2020-05-14-23-00-00,298259,46166,292057,46166
2020-05-15-00-00-00,298259,46166,292057,46166
2020-05-15-01-00-00,298259,46166,292057,46166
2020-05-15-02-00-00,306633,47628,305896,47628
2020-05-15-03-00-00,306633,47628,305896,47628
2020-05-15-04-00-00,306633,47628,305896,47628
2020-05-15-05-00-00,307376,47796,306676,47796
2020-05-15-06-00-00,307376,47796,306676,47796
2020-05-15-07-00-00,308581,47989,307968,47989
2020-05-15-08-00-00,308581,47989,307968,47989
2020-05-15-09-00-00,310961,48378,310554,48378
