idolId,accounts,onlyAccounts,tweets,favs,retweets
72,423,155,1194,1940,242
144,145,37,392,255,26
31,272,53,700,694,33
164,0,0,0,0,0
143,0,0,0,0,0
29,158,56,322,109,4
52,185,66,337,282,2
92,3462,1687,10263,10231,291
127,0,0,0,0,0
54,0,0,0,0,0
104,935,310,2925,2863,228
76,0,0,0,0,0
65,446,135,1093,1806,136
51,236,65,525,564,367
13,0,0,0,0,0
20,1281,541,4784,4130,146
99,127,38,255,31,4
27,0,0,0,0,0
184,0,0,0,0,0
200,1321,699,2792,4368,431
6,2131,996,10112,25232,704
47,138,24,288,194,9
150,0,0,0,0,0
116,370,113,1040,867,31
113,415,160,1339,1935,280
16,128,25,309,171,11
155,205,52,468,432,12
151,240,79,580,580,131
153,0,0,0,0,0
124,1515,668,5050,12992,1444
21,97,10,159,117,4
146,0,0,0,0,0
53,209,43,409,243,10
26,739,368,2086,1051,427
24,532,216,1250,1270,305
122,1098,357,3019,4026,447
12,0,0,0,0,0
9,527,194,1671,3805,1119
66,0,0,0,0,0
158,0,0,0,0,0
75,0,0,0,0,0
74,0,0,0,0,0
73,0,0,0,0,0
98,0,0,0,0,0
115,129,29,322,114,3
187,250,44,504,292,28
186,0,0,0,0,0
149,0,0,0,0,0
83,360,151,978,771,101
138,0,0,0,0,0
190,206,36,390,623,305
70,174,38,350,334,29
132,2352,1175,7480,6941,555
48,286,114,883,1020,82
55,1726,596,7607,9553,1416
58,792,332,1957,1425,43
56,319,105,848,814,14
68,1302,569,4480,5548,117
1001,0,0,0,0,0
102,151,42,277,173,58
57,927,346,3691,7380,239
50,0,0,0,0,0
154,0,0,0,0,0
33,0,0,0,0,0
11,0,0,0,0,0
188,511,187,1558,1161,49
95,57,8,147,66,45
34,1944,888,5993,4538,228
140,296,72,671,328,22
196,517,176,1407,3809,168
49,229,81,559,454,19
89,0,0,0,0,0
59,0,0,0,0,0
15,0,0,0,0,0
80,0,0,0,0,0
105,0,0,0,0,0
198,0,0,0,0,0
141,160,33,383,77,4
162,1940,956,4487,6755,1089
5,0,0,0,0,0
120,0,0,0,0,0
110,100,23,208,62,4
67,0,0,0,0,0
1,0,0,0,0,0
195,260,78,698,488,124
63,0,0,0,0,0
114,0,0,0,0,0
1002,0,0,0,0,0
168,0,0,0,0,0
169,0,0,0,0,0
185,189,26,437,527,17
38,229,42,484,325,28
205,3270,1458,8764,4013,494
19,0,0,0,0,0
103,140,41,470,187,7
170,412,172,1132,2874,1008
175,198,51,450,79,19
97,0,0,0,0,0
71,222,78,408,126,19
133,0,0,0,0,0
96,1802,843,5892,6253,1481
135,0,0,0,0,0
78,0,0,0,0,0
88,0,0,0,0,0
39,238,52,616,285,8
204,4068,1823,11038,8983,207
194,263,51,637,411,29
77,853,370,2583,4963,1276
173,0,0,0,0,0
41,0,0,0,0,0
2,0,0,0,0,0
17,1161,466,3437,2502,206
174,0,0,0,0,0
136,773,291,3076,5502,573
118,1028,392,3210,3523,115
197,0,0,0,0,0
191,0,0,0,0,0
117,241,70,685,849,49
160,171,51,337,175,9
85,0,0,0,0,0
131,0,0,0,0,0
61,242,80,579,718,294
165,164,37,358,295,39
82,400,81,1109,1647,246
166,84,20,127,33,3
192,0,0,0,0,0
64,0,0,0,0,0
123,0,0,0,0,0
62,935,372,3364,3264,423
100,298,116,736,264,5
1003,0,0,0,0,0
1004,0,0,0,0,0
171,0,0,0,0,0
147,0,0,0,0,0
40,276,74,583,131,7
4,748,299,2048,915,204
119,1360,532,4940,9016,315
23,0,0,0,0,0
84,0,0,0,0,0
35,0,0,0,0,0
87,558,146,1191,937,18
93,335,132,691,143,10
101,0,0,0,0,0
157,0,0,0,0,0
159,0,0,0,0,0
134,0,0,0,0,0
28,0,0,0,0,0
176,471,126,1131,407,107
125,918,295,2834,4170,511
94,0,0,0,0,0
30,245,59,508,162,7
69,1890,810,7941,11726,1044
139,495,131,1464,953,162
161,0,0,0,0,0
10,85,16,114,22,0
145,230,47,664,1319,29
79,973,405,3007,3517,307
86,431,111,1077,755,988
3,0,0,0,0,0
81,0,0,0,0,0
8,0,0,0,0,0
32,0,0,0,0,0
189,1811,788,6426,27632,2290
181,0,0,0,0,0
22,0,0,0,0,0
193,0,0,0,0,0
60,227,39,479,336,7
156,489,209,1175,408,34
7,489,173,1276,741,20
130,1439,718,4864,9138,147
37,736,212,2032,1894,354
126,0,0,0,0,0
172,0,0,0,0,0
36,299,108,629,1192,31
90,2358,1208,7112,4879,293
142,443,107,1654,3377,310
45,221,63,489,563,3
14,262,34,606,259,102
128,0,0,0,0,0
129,0,0,0,0,0
25,0,0,0,0,0
206,0,0,0,0,0
18,1014,421,3266,2786,334
112,395,141,854,539,10
163,0,0,0,0,0
91,1935,907,6076,10170,590
137,0,0,0,0,0
167,721,310,2367,4318,153
121,0,0,0,0,0
111,1003,349,3898,5477,1090
