idolId,users,tweets,favs,retweets
72,373,967,1462,143
144,118,331,221,23
31,245,608,661,32
164,0,0,0,0
143,0,0,0,0
29,146,280,100,3
52,165,293,252,1
92,3003,8623,8872,228
127,0,0,0,0
54,0,0,0,0
104,757,2361,2641,203
76,0,0,0,0
65,373,899,1557,125
51,206,435,480,319
13,0,0,0,0
20,1090,3998,3613,133
99,114,228,29,4
27,0,0,0,0
184,0,0,0,0
200,1181,2432,4237,417
6,1843,8385,21859,668
47,123,249,191,9
150,0,0,0,0
116,323,870,647,27
113,371,1119,1730,227
16,110,255,122,2
155,183,407,410,12
151,219,490,550,126
153,0,0,0,0
124,1333,4278,11690,1369
21,88,140,114,4
146,0,0,0,0
53,188,354,224,9
26,675,1800,976,361
24,480,1074,1193,267
122,1014,2614,3817,422
12,0,0,0,0
9,412,1372,3314,986
66,0,0,0,0
158,0,0,0,0
75,0,0,0,0
74,0,0,0,0
73,0,0,0,0
98,0,0,0,0
115,110,270,114,3
187,121,296,131,24
186,0,0,0,0
149,0,0,0,0
83,323,853,745,98
138,0,0,0,0
190,120,262,595,301
70,151,299,306,27
132,2134,6537,6570,489
48,249,750,962,79
55,1481,6322,7480,1132
58,707,1689,1381,42
56,280,731,754,14
68,1180,3763,4452,99
1001,0,0,0,0
102,138,244,165,58
57,834,3084,6578,108
50,0,0,0,0
154,0,0,0,0
33,0,0,0,0
11,0,0,0,0
188,465,1361,1036,41
95,44,115,50,33
34,1774,5250,4232,223
140,274,585,320,21
196,478,1239,3557,168
49,204,479,414,18
89,0,0,0,0
59,0,0,0,0
15,0,0,0,0
80,0,0,0,0
105,0,0,0,0
198,0,0,0,0
141,143,311,58,4
162,1693,3856,6013,926
5,0,0,0,0
120,0,0,0,0
110,81,171,56,3
67,0,0,0,0
1,0,0,0,0
195,229,594,456,123
63,0,0,0,0
114,0,0,0,0
1002,0,0,0,0
168,0,0,0,0
169,0,0,0,0
185,164,376,514,17
38,206,411,312,27
205,2909,7476,3619,454
19,0,0,0,0
103,122,394,168,6
170,371,937,2332,807
175,175,389,78,19
97,0,0,0,0
71,174,317,81,6
133,0,0,0,0
96,1631,5068,5891,1371
135,0,0,0,0
78,0,0,0,0
88,0,0,0,0
39,215,529,261,6
204,3670,9508,8485,193
194,234,555,405,29
77,737,2190,4333,1082
173,0,0,0,0
41,0,0,0,0
2,0,0,0,0
17,1063,3005,2361,170
174,0,0,0,0
136,618,2519,4879,501
118,942,2808,3211,105
197,0,0,0,0
191,0,0,0,0
117,215,578,820,48
160,148,285,161,9
85,0,0,0,0
131,0,0,0,0
61,217,510,703,294
165,142,297,284,37
82,366,966,1577,244
166,69,105,33,3
192,0,0,0,0
64,0,0,0,0
123,0,0,0,0
62,839,2898,3162,407
100,271,645,246,5
1003,0,0,0,0
1004,0,0,0,0
171,0,0,0,0
147,0,0,0,0
40,253,507,129,6
4,677,1775,849,183
119,1233,4244,8090,265
23,0,0,0,0
84,0,0,0,0
35,0,0,0,0
87,408,923,890,16
93,300,598,132,10
101,0,0,0,0
157,0,0,0,0
159,0,0,0,0
134,0,0,0,0
28,0,0,0,0
176,441,999,392,107
125,805,2419,3763,414
94,0,0,0,0
30,143,365,149,4
69,1655,6739,10435,969
139,459,1274,847,146
161,0,0,0,0
10,74,99,20,0
145,198,562,1140,27
79,883,2569,3317,303
86,312,841,687,811
3,0,0,0,0
81,0,0,0,0
8,0,0,0,0
32,0,0,0,0
189,1640,5510,20081,1772
181,0,0,0,0
22,0,0,0,0
193,0,0,0,0
60,203,415,326,6
156,404,967,360,24
7,447,1106,680,20
130,1277,4037,7812,132
37,633,1643,1699,306
126,0,0,0,0
172,0,0,0,0
36,255,533,1130,30
90,2050,5987,4117,250
142,402,1419,3069,268
45,201,428,538,3
14,167,453,222,83
128,0,0,0,0
129,0,0,0,0
25,0,0,0,0
206,0,0,0,0
18,911,2800,2511,273
112,329,699,485,5
163,0,0,0,0
91,1697,5226,8913,549
137,0,0,0,0
167,644,1946,3390,70
121,0,0,0,0
111,836,3254,4798,1029
