idolId,users,tweets,favs,retweets
72,252,501,1041,113
144,72,157,187,17
31,146,298,507,16
164,0,0,0,0
143,0,0,0,0
29,86,138,82,2
52,90,134,141,1
92,2026,4239,3992,153
127,0,0,0,0
54,0,0,0,0
104,508,1118,1579,129
76,0,0,0,0
65,250,452,823,105
51,115,181,290,164
13,0,0,0,0
20,732,1952,2693,83
99,69,117,17,3
27,0,0,0,0
184,0,0,0,0
200,720,1212,3026,248
6,1321,3918,9891,555
47,65,120,117,1
150,0,0,0,0
116,202,461,457,25
113,232,497,861,73
16,62,125,99,2
155,111,190,295,7
151,117,213,435,90
153,0,0,0,0
124,925,2118,6824,936
21,44,64,49,0
146,0,0,0,0
53,82,138,132,1
26,451,920,835,297
24,321,570,965,202
122,610,1206,2384,263
12,0,0,0,0
9,263,711,2345,692
66,0,0,0,0
158,0,0,0,0
75,0,0,0,0
74,0,0,0,0
73,0,0,0,0
98,0,0,0,0
115,63,135,101,3
187,72,155,104,18
186,0,0,0,0
149,0,0,0,0
83,226,428,612,52
138,0,0,0,0
190,77,138,488,262
70,89,148,242,21
132,1424,3205,5307,334
48,151,329,710,65
55,1084,3069,4721,632
58,465,878,1120,32
56,188,366,569,11
68,794,1788,3102,69
1001,0,0,0,0
102,84,126,149,56
57,551,1395,4769,55
50,0,0,0,0
154,0,0,0,0
33,0,0,0,0
11,0,0,0,0
188,298,672,798,27
95,16,34,22,13
34,1213,2770,3511,193
140,152,264,223,8
196,328,661,2788,163
49,119,224,259,12
89,0,0,0,0
59,0,0,0,0
15,0,0,0,0
80,0,0,0,0
105,0,0,0,0
198,0,0,0,0
141,86,144,29,4
162,1168,2047,4787,804
5,0,0,0,0
120,0,0,0,0
110,46,76,45,2
67,0,0,0,0
1,0,0,0,0
195,130,252,297,90
63,0,0,0,0
114,0,0,0,0
1002,0,0,0,0
168,0,0,0,0
169,0,0,0,0
185,103,200,404,16
38,139,229,275,26
205,1910,3662,2199,284
19,0,0,0,0
103,78,183,131,6
170,235,485,1588,580
175,106,202,61,14
97,0,0,0,0
71,93,157,68,4
133,0,0,0,0
96,1097,2443,4071,942
135,0,0,0,0
78,0,0,0,0
88,0,0,0,0
39,136,237,203,4
204,2493,4727,5743,119
194,144,268,323,6
77,520,1110,2827,542
173,0,0,0,0
41,0,0,0,0
2,0,0,0,0
17,698,1507,1331,72
174,0,0,0,0
136,455,1213,2882,287
118,621,1333,1771,68
197,0,0,0,0
191,0,0,0,0
117,134,271,708,37
160,90,144,135,9
85,0,0,0,0
131,0,0,0,0
61,133,263,567,262
165,69,125,221,33
82,251,473,1215,225
166,32,45,28,2
192,0,0,0,0
64,0,0,0,0
123,0,0,0,0
62,570,1364,2404,310
100,179,332,207,4
1003,0,0,0,0
1004,0,0,0,0
171,0,0,0,0
147,0,0,0,0
40,148,244,107,4
4,419,871,558,71
119,801,1934,4849,89
23,0,0,0,0
84,0,0,0,0
35,0,0,0,0
87,257,451,649,7
93,190,310,103,7
101,0,0,0,0
157,0,0,0,0
159,0,0,0,0
134,0,0,0,0
28,0,0,0,0
176,290,505,296,92
125,573,1255,2821,347
94,0,0,0,0
30,96,196,126,2
69,1136,3160,7635,692
139,288,588,387,59
161,0,0,0,0
10,35,45,10,0
145,104,241,667,20
79,547,1196,2619,274
86,201,408,579,581
3,0,0,0,0
81,0,0,0,0
8,0,0,0,0
32,0,0,0,0
189,1085,2675,6109,525
181,0,0,0,0
22,0,0,0,0
193,0,0,0,0
60,134,229,310,5
156,266,517,262,16
7,269,541,478,15
130,859,1888,5321,48
37,392,760,1422,285
126,0,0,0,0
172,0,0,0,0
36,150,261,831,15
90,1353,2938,2662,193
142,272,667,1903,145
45,120,214,408,2
14,93,215,181,82
128,0,0,0,0
129,0,0,0,0
25,0,0,0,0
206,0,0,0,0
18,600,1330,1667,73
112,212,367,404,5
163,0,0,0,0
91,1118,2525,6395,421
137,0,0,0,0
167,434,950,2062,58
121,0,0,0,0
111,579,1539,3000,692
