idolId,accounts,onlyAccounts,tweets,favs,retweets
72,295,null,658,1187,118
144,89,null,218,200,17
31,173,null,394,535,19
164,0,null,0,0,0
143,0,null,0,0,0
29,105,null,178,86,2
52,110,null,181,173,1
92,2279,null,5558,4842,176
127,0,null,0,0,0
54,0,null,0,0,0
104,597,null,1515,1805,138
76,0,null,0,0,0
65,300,null,629,1224,118
51,144,null,261,366,219
13,0,null,0,0,0
20,843,null,2635,3111,100
99,83,null,153,18,3
27,0,null,0,0,0
184,0,null,0,0,0
200,864,null,1573,3211,262
6,1508,null,5338,13759,595
47,83,null,162,141,3
150,0,null,0,0,0
116,237,null,593,498,25
113,274,null,692,1181,111
16,81,null,169,105,2
155,129,null,257,335,9
151,161,null,302,483,109
153,0,null,0,0,0
124,1053,null,2790,8244,1077
21,68,null,106,107,4
146,0,null,0,0,0
53,122,null,213,167,2
26,532,null,1237,901,312
24,381,null,758,1127,266
122,753,null,1653,2849,331
12,0,null,0,0,0
9,309,null,916,2661,791
66,0,null,0,0,0
158,0,null,0,0,0
75,0,null,0,0,0
74,0,null,0,0,0
73,0,null,0,0,0
98,0,null,0,0,0
115,74,null,177,105,3
187,87,null,197,114,21
186,0,null,0,0,0
149,0,null,0,0,0
83,267,null,593,693,76
138,0,null,0,0,0
190,86,null,169,534,281
70,114,null,195,266,24
132,1640,null,4262,5768,383
48,184,null,446,774,66
55,1237,null,4083,5434,718
58,558,null,1154,1199,33
56,218,null,471,628,12
68,941,null,2402,3430,81
1001,0,null,0,0,0
102,105,null,169,152,56
57,664,null,1962,5587,88
50,0,null,0,0,0
154,0,null,0,0,0
33,0,null,0,0,0
11,0,null,0,0,0
188,362,null,905,905,30
95,28,null,62,31,20
34,1379,null,3559,3793,202
140,189,null,368,243,10
196,391,null,865,3067,166
49,139,null,298,307,15
89,0,null,0,0,0
59,0,null,0,0,0
15,0,null,0,0,0
80,0,null,0,0,0
105,0,null,0,0,0
198,0,null,0,0,0
141,118,null,214,45,4
162,1335,null,2621,5134,830
5,0,null,0,0,0
120,0,null,0,0,0
110,63,null,114,48,2
67,0,null,0,0,0
1,0,null,0,0,0
195,173,null,387,375,122
63,0,null,0,0,0
114,0,null,0,0,0
1002,0,null,0,0,0
168,0,null,0,0,0
169,0,null,0,0,0
185,131,null,266,473,17
38,161,null,297,285,27
205,2226,null,4789,2603,332
19,0,null,0,0,0
103,98,null,255,141,6
170,282,null,633,1764,592
175,126,null,263,65,15
97,0,null,0,0,0
71,116,null,200,71,5
133,0,null,0,0,0
96,1269,null,3228,4445,1064
135,0,null,0,0,0
78,0,null,0,0,0
88,0,null,0,0,0
39,161,null,333,224,4
204,2860,null,6214,6446,153
194,172,null,360,337,7
77,596,null,1490,3425,805
173,0,null,0,0,0
41,0,null,0,0,0
2,0,null,0,0,0
17,820,null,1976,1782,91
174,0,null,0,0,0
136,513,null,1613,3518,349
118,738,null,1798,2129,81
197,0,null,0,0,0
191,0,null,0,0,0
117,172,null,372,755,42
160,117,null,203,143,9
85,0,null,0,0,0
131,0,null,0,0,0
61,153,null,347,582,262
165,96,null,172,246,34
82,304,null,652,1382,233
166,46,null,68,29,2
192,0,null,0,0,0
64,0,null,0,0,0
123,0,null,0,0,0
62,672,null,1928,2755,361
100,216,null,436,222,5
1003,0,null,0,0,0
1004,0,null,0,0,0
171,0,null,0,0,0
147,0,null,0,0,0
40,180,null,320,112,5
4,511,null,1169,635,92
119,992,null,2799,6792,225
23,0,null,0,0,0
84,0,null,0,0,0
35,0,null,0,0,0
87,290,null,573,681,11
93,221,null,394,111,7
101,0,null,0,0,0
157,0,null,0,0,0
159,0,null,0,0,0
134,0,null,0,0,0
28,0,null,0,0,0
176,322,null,636,323,93
125,654,null,1661,3154,366
94,0,null,0,0,0
30,115,null,256,133,2
69,1299,null,4227,8420,727
139,343,null,800,488,75
161,0,null,0,0,0
10,53,null,65,11,0
145,130,null,335,782,24
79,659,null,1609,2888,283
86,231,null,530,603,651
3,0,null,0,0,0
81,0,null,0,0,0
8,0,null,0,0,0
32,0,null,0,0,0
189,1222,null,3523,6589,559
181,0,null,0,0,0
22,0,null,0,0,0
193,0,null,0,0,0
60,155,null,291,319,6
156,318,null,671,303,19
7,318,null,716,544,18
130,996,null,2538,6059,50
37,458,null,1014,1500,297
126,0,null,0,0,0
172,0,null,0,0,0
36,177,null,339,914,16
90,1575,null,3917,3222,206
142,312,null,909,2264,171
45,145,null,282,452,2
14,125,null,303,196,82
128,0,null,0,0,0
129,0,null,0,0,0
25,0,null,0,0,0
206,0,null,0,0,0
18,705,null,1823,1910,141
112,258,null,495,436,5
163,0,null,0,0,0
91,1328,null,3469,7401,490
137,0,null,0,0,0
167,510,null,1267,2547,66
121,0,null,0,0,0
111,668,null,2097,3626,837
