idolId,accounts,onlyAccounts,tweets,favs,retweets
72,328,127,811,1326,133
144,103,31,275,213,21
31,205,49,500,576,23
164,0,0,0,0,0
143,0,0,0,0,0
29,127,49,232,94,3
52,129,55,226,203,1
92,2629,1377,7061,6063,213
127,0,0,0,0,0
54,0,0,0,0,0
104,665,273,1895,2038,144
76,0,0,0,0,0
65,328,115,760,1377,120
51,172,59,348,418,270
13,0,0,0,0,0
20,964,482,3338,3350,122
99,92,33,183,23,3
27,0,0,0,0,0
184,0,0,0,0,0
200,1005,563,1992,3824,338
6,1681,877,6929,18285,634
47,94,22,195,147,3
150,0,0,0,0,0
116,269,97,715,539,26
113,313,135,891,1380,160
16,94,23,206,113,2
155,157,47,344,379,11
151,188,69,385,510,116
153,0,0,0,0,0
124,1192,585,3585,10482,1262
21,74,9,122,113,4
146,0,0,0,0,0
53,156,35,281,196,5
26,590,301,1528,933,325
24,427,196,921,1164,266
122,852,306,2063,3142,370
12,0,0,0,0,0
9,355,171,1146,2950,887
66,0,0,0,0,0
158,0,0,0,0,0
75,0,0,0,0,0
74,0,0,0,0,0
73,0,0,0,0,0
98,0,0,0,0,0
115,87,21,224,108,3
187,105,41,245,128,24
186,0,0,0,0,0
149,0,0,0,0,0
83,288,127,717,729,93
138,0,0,0,0,0
190,103,33,218,574,295
70,131,38,252,284,25
132,1865,977,5415,6143,421
48,206,94,603,861,67
55,1354,547,5201,6138,817
58,631,300,1426,1288,33
56,246,95,605,698,12
68,1054,497,3077,3937,92
1001,0,0,0,0,0
102,120,33,205,158,56
57,726,313,2542,6095,96
50,0,0,0,0,0
154,0,0,0,0,0
33,0,0,0,0,0
11,0,0,0,0,0
188,413,162,1138,952,30
95,32,4,87,38,24
34,1548,763,4436,3998,214
140,213,65,459,255,10
196,427,164,1056,3303,168
49,167,68,383,366,17
89,0,0,0,0,0
59,0,0,0,0,0
15,0,0,0,0,0
80,0,0,0,0,0
105,0,0,0,0,0
198,0,0,0,0,0
141,128,30,256,52,4
162,1520,795,3285,5607,875
5,0,0,0,0,0
120,0,0,0,0,0
110,68,19,136,52,2
67,0,0,0,0,0
1,0,0,0,0,0
195,199,66,487,415,122
63,0,0,0,0,0
114,0,0,0,0,0
1002,0,0,0,0,0
168,0,0,0,0,0
169,0,0,0,0,0
185,148,24,318,501,17
38,181,35,351,300,27
205,2559,1215,6168,3204,380
19,0,0,0,0,0
103,108,38,321,157,6
170,334,147,817,2204,802
175,150,46,324,70,16
97,0,0,0,0,0
71,142,61,257,73,5
133,0,0,0,0,0
96,1453,727,4184,5281,1248
135,0,0,0,0,0
78,0,0,0,0,0
88,0,0,0,0,0
39,188,48,435,246,5
204,3277,1535,7934,7751,181
194,197,43,441,349,7
77,661,326,1828,3917,968
173,0,0,0,0,0
41,0,0,0,0,0
2,0,0,0,0,0
17,930,397,2505,2231,158
174,0,0,0,0,0
136,564,262,2083,4320,450
118,811,351,2238,2414,87
197,0,0,0,0,0
191,0,0,0,0,0
117,196,65,475,785,43
160,131,47,246,152,9
85,0,0,0,0,0
131,0,0,0,0,0
61,183,64,434,677,291
165,120,29,235,262,36
82,338,74,820,1492,235
166,57,16,84,29,2
192,0,0,0,0,0
64,0,0,0,0,0
123,0,0,0,0,0
62,750,321,2420,2966,374
100,248,108,547,237,5
1003,0,0,0,0,0
1004,0,0,0,0,0
171,0,0,0,0,0
147,0,0,0,0,0
40,214,62,418,120,5
4,583,246,1490,780,172
119,1114,482,3569,7511,244
23,0,0,0,0,0
84,0,0,0,0,0
35,0,0,0,0,0
87,354,113,763,834,15
93,253,113,488,121,8
101,0,0,0,0,0
157,0,0,0,0,0
159,0,0,0,0,0
134,0,0,0,0,0
28,0,0,0,0,0
176,385,119,835,360,95
125,722,258,2063,3481,409
94,0,0,0,0,0
30,125,50,302,140,3
69,1483,719,5568,9659,884
139,383,111,1020,671,103
161,0,0,0,0,0
10,66,16,83,12,0
145,160,36,439,925,26
79,789,350,2139,3155,298
86,267,105,674,621,710
3,0,0,0,0,0
81,0,0,0,0,0
8,0,0,0,0,0
32,0,0,0,0,0
189,1326,652,4270,7392,581
181,0,0,0,0,0
22,0,0,0,0,0
193,0,0,0,0,0
60,173,36,346,323,6
156,360,178,813,334,23
7,381,153,911,602,18
130,1143,601,3341,7230,127
37,537,166,1308,1590,300
126,0,0,0,0,0
172,0,0,0,0,0
36,213,92,420,989,16
90,1796,997,4979,3716,220
142,351,105,1167,2701,221
45,168,55,358,504,2
14,147,33,390,211,83
128,0,0,0,0,0
129,0,0,0,0,0
25,0,0,0,0,0
206,0,0,0,0,0
18,794,362,2304,2136,178
112,288,116,595,462,5
163,0,0,0,0,0
91,1509,791,4393,8146,530
137,0,0,0,0,0
167,576,269,1600,2944,70
121,0,0,0,0,0
111,734,298,2689,4264,946
