idolId,accounts,onlyAccounts,tweets,favs,retweets
72,375,136,974,1465,143
144,121,33,334,221,23
31,249,52,613,661,32
164,0,0,0,0,0
143,0,0,0,0,0
29,146,53,282,100,3
52,166,62,294,252,1
92,3030,1560,8704,8899,228
127,0,0,0,0,0
54,0,0,0,0,0
104,759,296,2378,2655,203
76,0,0,0,0,0
65,375,123,905,1566,125
51,210,63,443,483,319
13,0,0,0,0,0
20,1096,517,4028,3633,134
99,115,37,229,30,4
27,0,0,0,0,0
184,0,0,0,0,0
200,1188,656,2449,4239,417
6,1855,940,8467,21969,669
47,123,23,250,191,9
150,0,0,0,0,0
116,326,101,875,650,27
113,372,149,1129,1737,227
16,112,24,261,123,2
155,188,52,415,410,12
151,222,76,495,554,126
153,0,0,0,0,0
124,1339,627,4313,11720,1375
21,88,9,140,114,4
146,0,0,0,0,0
53,190,41,359,225,9
26,677,338,1814,978,361
24,480,208,1077,1195,267
122,1016,344,2632,3824,422
12,0,0,0,0,0
9,416,188,1387,3331,992
66,0,0,0,0,0
158,0,0,0,0,0
75,0,0,0,0,0
74,0,0,0,0,0
73,0,0,0,0,0
98,0,0,0,0,0
115,111,25,275,114,3
187,125,43,300,131,24
186,0,0,0,0,0
149,0,0,0,0,0
83,326,142,859,747,98
138,0,0,0,0,0
190,121,36,264,596,302
70,153,38,301,310,28
132,2148,1093,6580,6591,498
48,252,106,758,962,79
55,1491,572,6368,7568,1150
58,711,312,1700,1383,42
56,284,100,737,758,14
68,1185,539,3790,4475,101
1001,0,0,0,0,0
102,139,39,245,166,58
57,837,325,3107,6593,108
50,0,0,0,0,0
154,0,0,0,0,0
33,0,0,0,0,0
11,0,0,0,0,0
188,467,179,1368,1037,41
95,46,8,117,53,33
34,1784,836,5282,4233,223
140,277,70,592,321,21
196,480,171,1245,3562,168
49,205,77,484,414,18
89,0,0,0,0,0
59,0,0,0,0,0
15,0,0,0,0,0
80,0,0,0,0,0
105,0,0,0,0,0
198,0,0,0,0,0
141,145,33,314,59,4
162,1702,890,3880,6027,930
5,0,0,0,0,0
120,0,0,0,0,0
110,82,22,172,59,3
67,0,0,0,0,0
1,0,0,0,0,0
195,235,73,602,457,123
63,0,0,0,0,0
114,0,0,0,0,0
1002,0,0,0,0,0
168,0,0,0,0,0
169,0,0,0,0,0
185,165,24,378,514,17
38,207,38,415,312,27
205,2917,1348,7523,3625,455
19,0,0,0,0,0
103,123,38,398,171,6
170,374,160,942,2336,807
175,179,51,393,78,19
97,0,0,0,0,0
71,178,70,321,83,6
133,0,0,0,0,0
96,1639,796,5114,5895,1371
135,0,0,0,0,0
78,0,0,0,0,0
88,0,0,0,0,0
39,218,51,533,262,6
204,3691,1711,9569,8492,193
194,238,50,562,406,29
77,740,353,2203,4342,1084
173,0,0,0,0,0
41,0,0,0,0,0
2,0,0,0,0,0
17,1068,438,3029,2363,170
174,0,0,0,0,0
136,621,273,2536,4891,502
118,944,371,2817,3222,105
197,0,0,0,0,0
191,0,0,0,0,0
117,216,70,585,823,49
160,153,50,291,162,9
85,0,0,0,0,0
131,0,0,0,0,0
61,220,78,513,704,294
165,144,35,300,284,37
82,370,78,976,1580,244
166,70,18,107,33,3
192,0,0,0,0,0
64,0,0,0,0,0
123,0,0,0,0,0
62,845,342,2914,3168,408
100,272,112,651,248,5
1003,0,0,0,0,0
1004,0,0,0,0,0
171,0,0,0,0,0
147,0,0,0,0,0
40,255,71,509,129,6
4,682,279,1789,851,184
119,1241,512,4271,8104,266
23,0,0,0,0,0
84,0,0,0,0,0
35,0,0,0,0,0
87,410,129,929,896,17
93,305,128,607,133,10
101,0,0,0,0,0
157,0,0,0,0,0
159,0,0,0,0,0
134,0,0,0,0,0
28,0,0,0,0,0
176,444,126,1007,392,107
125,809,271,2442,3772,414
94,0,0,0,0,0
30,143,54,368,149,4
69,1663,770,6782,10462,971
139,462,126,1286,850,146
161,0,0,0,0,0
10,74,15,99,20,0
145,201,41,571,1149,28
79,888,385,2587,3324,303
86,313,109,846,688,814
3,0,0,0,0,0
81,0,0,0,0,0
8,0,0,0,0,0
32,0,0,0,0,0
189,1651,735,5544,20267,1792
181,0,0,0,0,0
22,0,0,0,0,0
193,0,0,0,0,0
60,205,40,420,327,6
156,406,196,972,360,24
7,448,165,1118,685,20
130,1285,662,4069,7831,135
37,636,191,1654,1704,306
126,0,0,0,0,0
172,0,0,0,0,0
36,255,101,535,1130,30
90,2066,1111,6053,4135,253
142,405,103,1428,3071,268
45,204,60,436,541,3
14,167,32,453,222,83
128,0,0,0,0,0
129,0,0,0,0,0
25,0,0,0,0,0
206,0,0,0,0,0
18,917,392,2815,2511,273
112,332,126,704,487,5
163,0,0,0,0,0
91,1702,857,5253,8929,549
137,0,0,0,0,0
167,650,284,1970,3408,70
121,0,0,0,0,0
111,841,328,3277,4809,1031
