idolId,users,tweets,favs,retweets
72,75,190,369,54
144,40,93,81,13
31,58,139,117,15
164,531,1765,1430,311
143,350,945,281,12
29,52,113,33,3
52,55,108,102,2
92,603,2665,2236,81
127,748,1960,2038,370
54,579,1684,3114,109
104,159,415,382,29
76,452,1321,482,82
65,75,139,237,15
51,46,176,155,85
13,617,2043,2194,713
20,314,1188,914,29
99,30,99,6,0
27,1777,6613,9628,866
184,470,1081,419,139
200,186,514,853,92
6,257,1075,1848,58
47,35,98,49,1
150,79,262,307,5
116,77,219,192,8
113,91,291,232,20
16,31,63,33,6
155,36,96,49,6
151,63,174,140,34
153,288,1065,1087,309
124,191,457,1042,106
21,31,52,41,0
146,802,1833,810,67
53,33,68,26,0
26,146,637,188,74
24,91,255,132,32
122,149,475,505,39
12,1347,6002,4067,622
9,166,706,1650,500
66,593,1538,1940,218
158,215,580,305,19
75,568,2273,1104,108
74,1548,5564,5139,2929
73,334,952,1120,176
98,820,2067,719,146
115,31,87,21,0
187,49,141,53,4
186,404,1859,2528,287
149,419,1693,924,62
83,91,258,211,20
138,422,1332,934,72
190,34,48,63,34
70,32,36,19,1
132,199,749,669,74
48,80,218,251,15
55,560,3560,3557,582
58,133,436,238,3
56,49,152,253,2
68,213,914,840,20
1001,606,1565,1332,85
102,32,60,30,11
57,77,141,256,14
50,1223,4682,5851,430
154,304,922,1529,196
33,752,2345,4519,298
11,898,3239,4159,425
188,76,247,193,6
95,16,56,19,12
34,308,1155,878,42
140,61,149,59,9
196,87,217,773,62
49,43,85,68,4
89,1594,5574,7724,959
59,1393,4879,4836,232
15,574,1939,1216,42
80,321,1177,1422,285
105,596,2693,5889,512
198,1002,2328,1387,157
141,29,45,11,2
162,211,651,836,160
5,617,2508,3485,559
120,456,1063,272,20
110,30,48,23,0
67,762,3031,2461,541
1,812,1709,759,12
195,73,251,213,57
63,584,1993,3792,321
114,718,1710,558,47
1002,575,1375,926,36
168,1283,4895,30972,3564
169,274,744,543,28
185,41,83,82,0
38,48,89,99,14
205,308,683,351,50
19,515,1868,7258,1031
103,31,63,14,1
170,87,300,876,333
175,40,122,14,2
97,1101,3160,3229,235
71,60,132,30,4
133,484,1756,1182,16
96,279,1144,1078,325
135,1116,4748,5866,308
78,815,2617,10574,1368
88,869,2951,2453,191
39,55,177,42,6
204,552,1606,1085,35
194,60,143,98,11
77,184,549,823,211
173,525,1889,4606,1594
41,349,1642,5156,279
2,495,1778,1010,102
17,200,791,508,14
174,362,1453,1797,62
136,152,784,1207,100
118,166,585,533,21
197,401,1088,636,110
191,77,166,95,9
117,34,75,57,2
160,36,76,35,1
85,902,2288,731,61
131,1077,2707,1264,111
61,58,130,169,72
165,42,133,94,14
82,90,247,436,99
166,19,31,2,0
192,217,783,676,163
64,432,993,860,145
123,1215,4528,5647,328
62,126,444,449,55
100,56,114,42,3
1003,1077,2692,2043,75
1004,840,1616,693,25
171,356,1153,1693,77
147,382,1051,414,38
40,59,162,37,5
4,134,366,170,65
119,172,538,808,22
23,216,477,148,18
84,824,4032,1974,62
35,955,2736,3436,144
87,98,240,135,4
93,66,119,49,6
101,2366,10784,11341,683
157,1025,3608,6771,1370
159,672,2075,2957,39
134,689,3168,5265,292
28,936,2829,2598,194
176,70,189,60,22
125,135,503,747,67
94,282,782,806,53
30,50,158,55,1
69,219,735,907,64
139,74,197,151,36
161,490,1724,4943,415
10,40,75,9,0
145,46,171,379,5
79,153,565,539,48
86,83,221,188,212
3,755,2869,5400,79
81,563,1611,748,53
8,622,2166,2385,710
32,978,2702,1135,67
189,255,815,2846,207
181,366,1097,575,80
22,231,736,690,65
193,247,736,227,26
60,38,81,54,0
156,78,189,53,3
7,93,267,139,6
130,234,1345,2473,33
37,118,412,377,74
126,972,2669,3921,743
172,777,2183,2035,44
36,62,146,256,9
90,371,1343,694,52
142,87,305,589,47
45,42,57,62,0
14,56,190,91,40
128,217,735,922,190
129,333,707,179,7
25,534,2278,9755,492
206,1436,3195,2270,109
18,133,365,103,15
112,66,142,80,5
163,781,2140,983,27
91,292,927,1455,65
137,464,2745,13123,2421
167,120,385,845,33
121,249,726,1590,348
111,221,1121,1638,343
