idolId,users,tweets,favs,retweets
72,34,57,132,19
144,17,26,45,6
31,29,44,74,8
164,296,513,697,160
143,163,251,115,4
29,22,33,19,2
52,25,34,33,1
92,375,771,677,46
127,359,592,783,110
54,323,593,2188,80
104,87,138,216,15
76,214,383,226,43
65,33,49,85,11
51,25,41,56,30
13,296,575,1004,387
20,197,397,533,15
99,16,34,5,0
27,940,1849,4966,172
184,225,326,160,92
200,109,199,511,56
6,152,301,539,45
47,16,30,26,0
150,44,67,168,3
116,33,64,83,5
113,49,79,101,2
16,8,17,6,0
155,14,22,23,0
151,28,44,72,13
153,157,289,445,56
124,96,150,524,69
21,13,19,22,0
146,331,490,257,24
53,16,22,18,0
26,80,149,133,33
24,44,89,54,4
122,78,137,210,7
12,715,1637,1238,92
9,90,179,566,203
66,312,466,1636,212
158,101,152,189,8
75,287,650,643,46
74,739,1457,2078,934
73,152,267,353,36
98,420,637,452,142
115,15,20,20,0
187,24,39,31,3
186,189,443,894,102
149,171,366,285,22
83,46,83,143,5
138,210,352,455,8
190,10,12,42,25
70,9,10,3,0
132,111,264,472,36
48,39,61,145,14
55,376,1037,1678,275
58,72,137,144,0
56,25,47,78,1
68,128,264,388,8
1001,265,410,606,19
102,7,11,16,5
57,29,40,129,5
50,631,1157,2307,85
154,175,323,816,43
33,282,514,869,107
11,439,825,1538,98
188,36,63,118,3
95,6,12,9,5
34,151,322,349,18
140,30,41,31,3
196,53,90,458,50
49,23,32,47,2
89,796,1566,4091,688
59,743,1492,2674,143
15,295,520,424,27
80,152,309,810,224
105,346,749,3371,486
198,493,758,758,76
141,6,7,8,2
162,129,206,439,65
5,279,670,1346,441
120,234,354,135,12
110,15,23,19,0
67,358,753,1013,299
1,299,453,336,5
195,31,63,93,25
63,335,637,1919,152
114,392,602,283,21
1002,314,451,518,16
168,582,1277,15866,3013
169,127,199,207,7
185,18,27,36,0
38,17,22,12,1
205,154,225,167,34
19,253,508,4046,599
103,12,15,10,1
170,46,102,343,135
175,19,29,11,2
97,525,964,1738,132
71,30,43,11,0
133,224,416,349,2
96,160,313,425,133
135,623,1291,2889,104
78,442,785,4678,431
88,450,862,1041,30
39,19,36,11,2
204,273,477,540,13
194,26,49,54,0
77,112,205,403,68
173,228,470,1990,673
41,191,431,2267,180
2,216,411,346,31
17,119,252,190,1
174,181,406,735,17
136,94,223,469,71
118,91,161,180,9
197,174,332,313,61
191,28,48,48,5
117,16,23,45,0
160,18,23,25,0
85,385,624,325,34
131,571,908,619,39
61,23,32,79,43
165,19,37,59,10
82,45,75,287,88
166,6,9,2,0
192,114,233,339,87
64,188,314,95,2
123,633,1254,2772,160
62,65,138,287,30
100,28,47,33,2
1003,487,737,567,36
1004,386,523,448,20
171,177,297,483,32
147,198,326,235,29
40,30,51,29,2
4,65,121,94,25
119,92,176,398,7
23,99,151,51,4
84,413,995,1048,39
35,449,752,1701,66
87,38,55,75,0
93,28,38,20,1
101,1341,3023,3939,278
157,546,1023,3258,640
159,280,519,1010,7
134,304,771,2200,74
28,452,785,1006,79
176,17,31,16,8
125,81,173,358,32
94,97,176,289,20
30,27,56,31,1
69,117,223,488,35
139,36,65,52,7
161,233,453,2516,310
10,15,22,1,0
145,14,38,124,0
79,75,157,302,36
86,43,72,141,121
3,284,611,802,11
81,286,471,220,18
8,318,578,735,274
32,486,865,712,50
189,121,242,559,59
181,132,250,193,45
22,108,205,352,9
193,132,236,98,1
60,17,27,46,0
156,41,68,19,2
7,51,89,92,5
130,113,286,902,7
37,56,107,242,57
126,495,832,1676,303
172,362,627,1146,25
36,30,52,151,2
90,199,406,322,25
142,47,85,299,24
45,20,25,43,0
14,27,54,62,31
128,119,220,540,154
129,163,258,72,2
25,270,585,5259,245
206,607,891,1252,48
18,74,127,56,4
112,30,42,65,4
163,384,658,407,14
91,154,312,804,20
137,248,612,3650,836
167,58,116,282,10
121,126,232,645,131
111,116,287,563,135
