idolId,accounts,onlyAccounts,tweets,favs,retweets
72,52,null,108,215,29
144,27,null,54,51,8
31,41,null,90,102,14
164,401,null,1006,1068,289
143,228,null,489,181,6
29,31,null,60,29,3
52,34,null,58,56,2
92,463,null,1521,1250,59
127,525,null,1163,1602,289
54,427,null,1035,2764,90
104,111,null,239,274,20
76,340,null,815,394,73
65,48,null,83,161,14
51,35,null,86,89,48
13,402,null,1051,1279,541
20,250,null,736,778,22
99,21,null,62,6,0
27,1258,null,3755,7991,643
184,314,null,615,234,99
200,138,null,334,742,76
6,195,null,599,1074,54
47,23,null,54,40,0
150,54,null,129,234,5
116,43,null,113,95,5
113,63,null,161,179,10
16,16,null,33,9,0
155,20,null,50,26,1
151,46,null,104,124,30
153,201,null,571,699,98
124,128,null,253,676,79
21,18,null,31,36,0
146,469,null,909,412,33
53,22,null,36,21,0
26,104,null,326,151,39
24,67,null,160,111,19
122,108,null,273,331,19
12,913,null,3273,2718,344
9,124,null,377,932,301
66,430,null,888,1764,215
158,136,null,299,219,8
75,394,null,1338,895,84
74,1009,null,2977,3510,1998
73,242,null,548,706,92
98,569,null,1135,574,142
115,22,null,50,20,0
187,31,null,71,36,4
186,300,null,1090,2009,229
149,242,null,805,539,39
83,62,null,170,199,17
138,299,null,739,644,27
190,18,null,21,54,30
70,18,null,20,12,0
132,145,null,488,566,47
48,48,null,106,181,14
55,453,null,2013,2310,367
58,104,null,270,190,3
56,32,null,82,110,1
68,161,null,501,533,15
1001,360,null,806,979,33
102,19,null,33,29,11
57,51,null,82,191,6
50,878,null,2405,4129,297
154,251,null,600,1434,188
33,412,null,1093,2314,161
11,618,null,1697,2113,122
188,53,null,125,148,5
95,9,null,26,12,5
34,237,null,725,613,36
140,42,null,80,41,6
196,71,null,139,648,62
49,33,null,55,57,4
89,1097,null,3040,6028,849
59,1008,null,2857,3842,192
15,403,null,1071,918,36
80,231,null,660,1069,265
105,448,null,1525,4533,504
198,707,null,1442,1149,126
141,15,null,17,11,2
162,156,null,385,556,84
5,391,null,1374,2451,475
120,331,null,644,196,14
110,21,null,30,20,0
67,476,null,1524,1653,443
1,501,null,951,537,9
195,52,null,142,154,46
63,443,null,1173,2793,222
114,533,null,1044,445,36
1002,427,null,814,751,27
168,818,null,2677,23044,3244
169,190,null,409,387,9
185,28,null,51,72,0
38,39,null,64,99,14
205,208,null,397,266,46
19,344,null,995,5019,643
103,19,null,31,11,1
170,59,null,168,454,138
175,26,null,71,12,2
97,702,null,1768,2580,144
71,39,null,74,16,0
133,333,null,907,934,10
96,208,null,635,781,219
135,809,null,2637,4283,167
78,612,null,1491,7938,1006
88,611,null,1679,1471,47
39,29,null,84,19,2
204,393,null,911,799,26
194,35,null,83,66,0
77,140,null,339,583,132
173,326,null,977,2976,1039
41,279,null,887,3658,232
2,315,null,920,621,46
17,149,null,487,374,2
174,273,null,857,1192,39
136,114,null,428,845,76
118,112,null,302,273,12
197,254,null,645,526,94
191,45,null,95,53,5
117,19,null,46,51,0
160,28,null,45,31,1
85,518,null,1137,412,40
131,788,null,1669,958,85
61,38,null,72,103,46
165,26,null,66,78,12
82,68,null,148,377,96
166,11,null,18,2,0
192,151,null,433,439,116
64,282,null,591,712,130
123,847,null,2545,4176,213
62,94,null,271,389,48
100,39,null,81,40,2
1003,656,null,1383,1159,53
1004,569,null,951,572,24
171,263,null,602,1002,66
147,263,null,614,309,32
40,47,null,107,34,5
4,93,null,215,111,31
119,131,null,351,680,20
23,140,null,270,65,5
84,621,null,2263,1541,50
35,619,null,1429,2315,102
87,58,null,110,88,2
93,43,null,64,32,2
101,1733,null,5946,6714,410
157,728,null,2016,5248,1042
159,392,null,1016,1255,8
134,414,null,1597,3365,165
28,642,null,1546,1707,144
176,53,null,101,55,18
125,105,null,319,549,49
94,129,null,364,441,25
30,36,null,103,43,1
69,171,null,449,712,51
139,51,null,116,88,14
161,299,null,898,3813,395
10,23,null,39,2,0
145,27,null,93,233,5
79,113,null,324,465,43
86,56,null,134,163,167
3,445,null,1364,2586,53
81,395,null,926,535,38
8,454,null,1216,1620,528
32,643,null,1578,889,61
189,180,null,478,960,92
181,191,null,545,382,75
22,165,null,419,476,24
193,188,null,454,180,22
60,29,null,58,54,0
156,54,null,112,34,2
7,65,null,157,117,6
130,158,null,669,1485,14
37,77,null,215,290,66
126,658,null,1509,2294,409
172,493,null,1216,1648,34
36,39,null,81,193,3
90,277,null,793,430,30
142,63,null,166,405,29
45,29,null,39,56,0
14,34,null,93,75,37
128,154,null,418,672,166
129,226,null,444,119,4
25,378,null,1259,7848,375
206,899,null,1713,1796,91
18,98,null,242,74,8
112,40,null,82,68,4
163,566,null,1259,776,22
91,210,null,576,1089,55
137,339,null,1376,7381,1579
167,82,null,213,469,13
121,169,null,400,916,155
111,166,null,644,1146,289
