idolId,users,tweets,favs,retweets
72,66,162,272,34
144,35,83,66,12
31,49,119,115,15
164,502,1554,1328,309
143,333,832,269,12
29,43,96,32,3
52,48,96,99,2
92,568,2391,2086,77
127,681,1734,1934,342
54,540,1512,3031,107
104,137,357,371,29
76,429,1202,467,82
65,56,116,211,15
51,40,151,133,77
13,540,1697,1627,616
20,297,1088,889,28
99,27,87,6,0
27,1645,5943,9356,844
184,448,992,406,138
200,173,480,844,90
6,230,943,1672,56
47,30,85,47,1
150,71,225,291,5
116,66,191,181,7
113,83,258,224,18
16,24,51,33,6
155,31,84,34,3
151,62,157,138,33
153,269,954,1059,304
124,169,398,936,102
21,26,45,40,0
146,684,1529,699,60
53,29,59,25,0
26,134,551,182,74
24,81,222,118,20
122,137,425,468,36
12,1167,5208,3646,566
9,151,592,1272,393
66,555,1363,1923,218
158,200,517,292,19
75,470,1980,1051,105
74,1368,4908,4841,2775
73,317,840,980,131
98,757,1826,675,144
115,25,72,21,0
187,39,114,39,4
186,385,1678,2424,273
149,328,1403,866,61
83,83,240,209,20
138,391,1191,891,68
190,26,39,62,34
70,27,31,19,1
132,177,689,601,51
48,71,187,237,14
55,527,3172,3339,561
58,124,383,227,3
56,40,126,132,1
68,198,806,746,18
1001,471,1280,1216,46
102,26,49,29,11
57,67,116,225,6
50,1116,3844,5233,410
154,295,864,1505,196
33,591,1924,4123,264
11,818,2789,3340,289
188,67,209,165,6
95,14,48,18,11
34,281,997,666,36
140,57,129,55,9
196,83,198,739,62
49,39,74,62,4
89,1474,4917,7299,920
59,1291,4375,4536,220
15,532,1716,1150,39
80,300,1063,1393,284
105,558,2423,5581,509
198,934,2102,1324,145
141,25,38,11,2
162,191,582,719,126
5,479,2115,3167,488
120,426,960,243,19
110,26,41,23,0
67,697,2652,2303,534
1,678,1460,721,11
195,64,216,185,46
63,547,1784,3613,305
114,679,1539,536,46
1002,530,1212,885,33
168,1127,4284,28965,3500
169,260,674,507,24
185,36,70,80,0
38,43,80,99,14
205,286,616,349,50
19,426,1498,5645,678
103,22,48,13,1
170,81,252,672,240
175,32,109,14,2
97,940,2717,3050,189
71,55,111,28,3
133,445,1542,1122,13
96,256,1006,1041,308
135,982,4156,5490,272
78,778,2377,10248,1343
88,808,2643,2386,188
39,42,143,27,2
204,509,1433,1047,35
194,55,132,98,11
77,173,498,771,196
173,483,1671,4269,1401
41,325,1440,4749,276
2,454,1573,949,96
17,184,720,496,14
174,328,1298,1659,62
136,136,690,1135,100
118,151,504,508,19
197,314,908,608,109
191,71,151,92,9
117,27,61,57,2
160,32,65,33,1
85,837,2041,649,60
131,1008,2456,1212,110
61,52,114,150,63
165,36,113,88,14
82,83,219,418,98
166,18,29,2,0
192,196,693,597,125
64,358,815,775,140
123,1115,3951,5169,282
62,117,397,438,55
100,50,103,41,3
1003,851,2097,1631,60
1004,766,1434,667,25
171,335,1011,1518,77
147,355,935,384,38
40,52,146,36,5
4,120,325,155,60
119,161,490,781,22
23,183,411,78,5
84,768,3591,1870,60
35,875,2410,3211,142
87,82,202,130,2
93,61,105,43,5
101,2183,9532,10127,612
157,930,3206,6441,1298
159,549,1735,2397,29
134,552,2721,4983,264
28,865,2506,2422,168
176,65,165,60,22
125,122,451,687,59
94,182,608,639,39
30,43,139,51,1
69,203,653,859,64
139,66,178,137,32
161,378,1450,4668,411
10,34,65,8,0
145,39,150,342,5
79,142,499,505,48
86,71,193,171,196
3,597,2387,5256,71
81,523,1439,706,52
8,570,1918,2240,665
32,852,2360,1085,65
189,240,721,2270,172
181,257,903,527,79
22,197,634,578,31
193,235,672,220,26
60,33,73,54,0
156,72,169,51,3
7,83,237,133,6
130,204,1116,2013,30
37,98,353,340,70
126,868,2344,3156,669
172,645,1862,1935,39
36,52,121,230,9
90,341,1178,537,39
142,78,257,537,39
45,36,51,60,0
14,48,160,87,39
128,191,622,742,168
129,305,633,166,7
25,491,2002,9240,471
206,1241,2742,2183,103
18,121,330,97,14
112,54,115,72,4
163,734,1898,936,27
91,258,819,1262,59
137,433,2384,11871,2331
167,107,335,756,28
121,222,635,1456,316
111,205,987,1518,330
